"Name","Live Bytes","Live Objects"
"org.springframework.core.annotation.MergedAnnotationSelectors$Nearest","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.BoundConfigurationProperties","16 B (0%)","1 (0%)"
"java.util.Locale$Builder","16 B (0%)","1 (0%)"
"org.hibernate.engine.jndi.internal.JndiServiceImpl","16 B (0%)","1 (0%)"
"org.apache.logging.slf4j.SLF4JLoggerContextFactory","16 B (0%)","1 (0%)"
"org.hibernate.exception.internal.StandardSQLExceptionConverter","16 B (0%)","1 (0%)"
"org.attoparser.HtmlElement","16 B (0%)","1 (0%)"
"java.io.FilePermission$1","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$842.0x0000000801128fc8","16 B (0%)","1 (0%)"
"java.nio.channels.spi.AbstractInterruptibleChannel$1","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.extract.internal.SequenceInformationExtractorLegacyImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.batch.internal.BatchBuilderInitiator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.OnResourceCondition","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SpringStandardConversionService","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.PersisterClassResolverInitiator","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.TimeoutCallableProcessingInterceptor","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$462.0x0000000800ddfbf8","16 B (0%)","1 (0%)"
"org.springframework.context.expression.StandardBeanExpressionResolver$1","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.SessionFactoryObserverForBytecodeEnhancer","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$5","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$3","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$4","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$2","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.theme.FixedThemeResolver","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.SessionStoreDirectory","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultListableBeanFactory$$Lambda$472.0x0000000800df2c48","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$NoInDatabaseValueGenerationStrategy","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.RepeatableContainers$NoRepeatableContainers","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapper$$Lambda$153.0x0000000800c366e0","16 B (0%)","1 (0%)"
"org.springframework.web.accept.MappingMediaTypeFileExtensionResolver$$Lambda$653.0x0000000800f199d0","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0%)","1 (0%)"
"net.bytebuddy.matcher.DeclaringTypeMatcher","16 B (0%)","1 (0%)"
"org.apache.commons.logging.impl.NoOpLog","16 B (0%)","1 (0%)"
"org.hibernate.engine.internal.StatefulPersistenceContext$$Lambda$971.0x00000008011db608","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.MethodInterceptorGenerator$1","16 B (0%)","1 (0%)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$115.0x0000000800bdd598","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$8.0x0000000800b39558","16 B (0%)","1 (0%)"
"java.lang.ClassValue$Identity","16 B (0%)","1 (0%)"
"org.springframework.util.MultiValueMapAdapter$$Lambda$116.0x0000000800beb3a0","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$56.0x0000000800b835b8","16 B (0%)","1 (0%)"
"org.h2.value.VersionedValue","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.SqlTypeDescriptorRegistry","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationParameterNameDiscoverer","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$35.0x0000000800b785a8","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultResolveNaturalIdEventListener","16 B (0%)","1 (0%)"
"org.h2.result.RowFactory$DefaultRowFactory","16 B (0%)","1 (0%)"
"jdk.internal.misc.TerminatingThreadLocal$1","16 B (0%)","1 (0%)"
"org.springframework.boot.liquibase.LiquibaseServiceLocatorApplicationListener","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$656.0x0000000800f277f8","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$Global$$Lambda$78.0x0000000800baa350","16 B (0%)","1 (0%)"
"org.hibernate.metamodel.internal.MetamodelImpl$$Lambda$756.0x00000008010cb2b8","16 B (0%)","1 (0%)"
"java.beans.Introspector$1","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityTuplizerFactory","16 B (0%)","1 (0%)"
"org.springframework.util.MimeTypeUtils$$Lambda$689.0x0000000800fa1810","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$223.0x0000000800c78818","16 B (0%)","1 (0%)"
"org.apache.logging.slf4j.MDCContextMap","16 B (0%)","1 (0%)"
"org.springframework.boot.diagnostics.analyzer.UnboundConfigurationPropertyFailureAnalyzer","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$135.0x0000000800bf3748","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$556.0x0000000800e0f078","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtension","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer","16 B (0%)","1 (0%)"
"org.springframework.data.util.Lazy$$Lambda$654.0x0000000800f22f50","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.CallableProcessingInterceptor[]","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$70.0x0000000800b92d50","16 B (0%)","1 (0%)"
"org.springframework.data.util.ProxyUtils$$Lambda$406.0x0000000800d96bb0","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.QualifiedObjectNameFormatterStandardImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.StringSerializer","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$256.0x0000000800cd1790","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.bytebuddy.ByteBuddyState$StandardClassRewriter","16 B (0%)","1 (0%)"
"jdk.internal.reflect.ReflectionFactory","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$NoOpValidator","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$1.0x0000000800b379c8","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.AbstractJpaQuery$$Lambda$911.0x0000000801141cb8","16 B (0%)","1 (0%)"
"javax.persistence.Index[]","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultAutoFlushEventListener","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyNoopImpl","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.NullTokenExpression","16 B (0%)","1 (0%)"
"org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl$ServiceRegistryCloser","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$783.0x000000080111c5c8","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$211.0x0000000800c69f00","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$812.0x0000000801124560","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$267.0x0000000800cd2fb8","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.serializer.StandardCSSSerializer","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateKeyDeserializer","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationCollectors$$Lambda$344.0x0000000800d2dd48","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BinaryTypeDescriptor","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$720.0x0000000800ec73f0","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.SessionScope","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.JdbcTimeTypeDescriptor$TimeMutabilityPlan","16 B (0%)","1 (0%)"
"sun.nio.ch.Util$1","16 B (0%)","1 (0%)"
"org.hibernate.event.service.internal.EventListenerServiceInitiator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$4.0x0000000800b38a88","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.BottomSignature","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$258.0x0000000800cd1c20","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.error.DefaultErrorAttributes","16 B (0%)","1 (0%)"
"java.lang.reflect.Executable$$Lambda$300.0x0000000800cfb9d8","16 B (0%)","1 (0%)"
"org.slf4j.impl.StaticMDCBinder","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.PoolBase$NopMetricsTrackerDelegate","16 B (0%)","1 (0%)"
"org.h2.command.Parser$1","16 B (0%)","1 (0%)"
"java.math.BigDecimal$1","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$554.0x0000000800e0ec30","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor100","16 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageReaderFactory$1","16 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$StringKeySet","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.ImplementationInvocationMetadata","16 B (0%)","1 (0%)"
"java.util.Hashtable$KeySet","16 B (0%)","1 (0%)"
"org.apache.coyote.AbstractProtocol$2","16 B (0%)","1 (0%)"
"org.apache.coyote.AbstractProtocol$1","16 B (0%)","1 (0%)"
"org.h2.value.ValueNull","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.CoyoteAdapter","16 B (0%)","1 (0%)"
"java.time.format.DateTimeTextProvider$1","16 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$109.0x0000000800bdc820","16 B (0%)","1 (0%)"
"org.springframework.data.repository.util.ReactiveWrappers$$Lambda$422.0x0000000800d9b468","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryRegistry$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$EmptyHandler","16 B (0%)","1 (0%)"
"org.springframework.boot.context.ContextIdApplicationContextInitializer","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.QueryMethod$$Lambda$901.0x000000080113d138","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration","16 B (0%)","1 (0%)"
"java.util.logging.Level$KnownLevel$$Lambda$58.0x0000000800b87168","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.JdbcServicesInitiator","16 B (0%)","1 (0%)"
"org.hibernate.stat.internal.StatisticsInitiator","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtension$$Lambda$391.0x0000000800d8d610","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$1","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$221.0x0000000800c78378","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultSaveEventListener","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$275.0x0000000800cd4600","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$2","16 B (0%)","1 (0%)"
"org.springframework.boot.web.context.ServerPortInfoApplicationContextInitializer","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$1","16 B (0%)","1 (0%)"
"org.h2.mvstore.db.MVTableEngine","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$291.0x0000000800ce96f8","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$257.0x0000000800cd19e0","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.CharArrayFormatter","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory","16 B (0%)","1 (0%)"
"java.security.AllPermission","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer$CachingMetadataReaderFactoryPostProcessor$$Lambda$289.0x0000000800ce6b50","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$NoInMemoryValueGenerationStrategy","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$28.0x0000000800b5ec70","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.parser.MediaTypeCache","16 B (0%)","1 (0%)"
"org.springframework.http.converter.xml.SourceHttpMessageConverter$$Lambda$228.0x0000000800c7c988","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda$85.0x0000000800baeb08","16 B (0%)","1 (0%)"
"sun.rmi.transport.ObjectTable$$Lambda$96.0x0000000800bbf558","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConverter","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$InstantPrinterParser","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.SuspendResumeLock$1","16 B (0%)","1 (0%)"
"java.security.AllPermissionCollection","16 B (0%)","1 (0%)"
"org.springframework.data.util.Pair$$Lambda$884.0x0000000801136e98","16 B (0%)","1 (0%)"
"org.springframework.aop.framework.adapter.MethodBeforeAdviceAdapter","16 B (0%)","1 (0%)"
"org.springframework.boot.diagnostics.analyzer.NoUniqueBeanDefinitionFailureAnalyzer","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SpringStandardExpressionObjectFactory","16 B (0%)","1 (0%)"
"org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl$JpaEntityNotFoundDelegate","16 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.OnJndiCondition","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.LongVarbinaryTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter$$Lambda$236.0x0000000800c92570","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$908.0x000000080113e680","16 B (0%)","1 (0%)"
"sun.nio.ch.Net$1","16 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.SessionStatusMethodArgumentResolver","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$$Lambda$980.0x0000000801229990","16 B (0%)","1 (0%)"
"org.apache.juli.logging.LogFactory","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.AutowireUtils$$Lambda$401.0x0000000800d93468","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotatedElementUtils$$Lambda$683.0x0000000800f8a7f8","16 B (0%)","1 (0%)"
"jdk.internal.logger.LazyLoggers$1","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$1","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$2","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$3","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$4","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.PersisterFactoryImpl","16 B (0%)","1 (0%)"
"org.springframework.data.util.Pair$$Lambda$885.0x00000008011370d8","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter","16 B (0%)","1 (0%)"
"org.hibernate.dialect.unique.DefaultUniqueDelegate","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$1","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor","16 B (0%)","1 (0%)"
"java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$PreserveErrorControllerTargetClassPostProcessor","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$469.0x0000000800dac468","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.io.JsonStringEncoder","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.jta.JtaAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardTableExporter","16 B (0%)","1 (0%)"
"org.springframework.boot.jdbc.metadata.CompositeDataSourcePoolMetadataProvider","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindConverter","16 B (0%)","1 (0%)"
"net.bytebuddy.matcher.LatentMatcher$Resolved","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.CharsetCache","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.HibernateProxyDetector","16 B (0%)","1 (0%)"
"java.lang.Class$$Lambda$67.0x0000000800b926b8","16 B (0%)","1 (0%)"
"org.h2.engine.Session[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceBeanCreationFailureAnalyzer","16 B (0%)","1 (0%)"
"org.hibernate.boot.registry.selector.internal.StrategySelectorImpl$$Lambda$645.0x0000000800f012b8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafDefaultConfiguration","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$7.0x0000000800b39310","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.SimpleTypeHolder","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer$$Lambda$522.0x0000000800e0a798","16 B (0%)","1 (0%)"
"java.io.RandomAccessFile$2","16 B (0%)","1 (0%)"
"sun.management.ClassLoadingImpl","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$747.0x0000000801036430","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$22.0x0000000800b5df00","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration","16 B (0%)","1 (0%)"
"java.net.URL$DefaultFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.diagnostics.analyzer.PortInUseFailureAnalyzer","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$128.0x0000000800c03d80","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata","16 B (0%)","1 (0%)"
"jdk.internal.module.ModuleLoaderMap$Mapper","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration","16 B (0%)","1 (0%)"
"sun.security.util.KnownOIDs$$Lambda$87.0x0000000800bb75f8","16 B (0%)","1 (0%)"
"java.lang.StringCoding$1","16 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory$DisablePersistSessionListener","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar$$Lambda$372.0x0000000800d47188","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.AbstractServletWebServerFactory$$Lambda$596.0x0000000800e3a8e8","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$184.0x0000000800c441e0","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRBaseLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizers","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$495.0x0000000800e06ac8","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.context.PersistentPropertyPathFactory$$Lambda$765.0x00000008010f5290","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.config.AutowiredPropertyMarker","16 B (0%)","1 (0%)"
"com.fasterxml.classmate.members.RawConstructor[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$PooledDataSourceConfiguration","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$467.0x0000000800de6a28","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandler","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.ThreadContext$EmptyIterator","16 B (0%)","1 (0%)"
"org.thymeleaf.cache.AlwaysValidCacheEntryValidity","16 B (0%)","1 (0%)"
"org.hibernate.boot.internal.IdGeneratorInterpreterImpl$FallbackInterpreter","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.ProxyFactoryFactoryInitiator","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$CloseOnReset","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SocketWrapperBase$1","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SocketWrapperBase$2","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SocketWrapperBase$3","16 B (0%)","1 (0%)"
"java.text.FieldPosition[]","16 B (0%)","1 (0%)"
"org.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry[]","16 B (0%)","1 (0%)"
"org.hibernate.service.internal.SessionFactoryServiceRegistryFactoryInitiator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$577.0x0000000800e11f40","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ArrayMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration","16 B (0%)","1 (0%)"
"org.springframework.util.ReflectionUtils$$Lambda$118.0x0000000800becf90","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.tool.hbm2ddl.ImportSqlCommandExtractorInitiator","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Builder$$Lambda$302.0x0000000800cfcd18","16 B (0%)","1 (0%)"
"org.hibernate.resource.jdbc.internal.ResourceRegistryStandardImpl$$Lambda$775.0x000000080111a990","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.AbstractJpaQuery$$Lambda$910.0x0000000801141878","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.BytecodeProviderInitiator","16 B (0%)","1 (0%)"
"org.apache.tomcat.websocket.server.WsSessionListener","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$909.0x000000080113e8a8","16 B (0%)","1 (0%)"
"org.springframework.data.domain.Sort$Order[]","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$OrPart$$Lambda$919.0x00000008011436c0","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Bools","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.VarbinaryTypeDescriptor","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$370.0x0000000800d15470","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$$Lambda$170.0x0000000800c410d0","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$685.0x0000000800f91e78","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$904.0x000000080113dbb0","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.ConcurrentBag$$Lambda$613.0x0000000800e72060","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.view.AbstractCachingViewResolver$$Lambda$719.0x0000000800fcfcb0","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.HttpHeadersReturnValueHandler","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$580.0x0000000800daf6c0","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBinder$Factory","16 B (0%)","1 (0%)"
"org.apache.catalina.webresources.Cache$EvictionOrder","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$2","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$1","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$4","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$3","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$6","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$5","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$2","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$1","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$3","16 B (0%)","1 (0%)"
"org.springframework.core.convert.support.GenericConversionService$Converters$$Lambda$144.0x0000000800c21420","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.descriptor.web.SecurityConstraint[]","16 B (0%)","1 (0%)"
"org.springframework.aop.Advisor$1","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Lists","16 B (0%)","1 (0%)"
"org.hibernate.boot.internal.DefaultSessionFactoryBuilderService","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.modeler.NotificationInfo[]","16 B (0%)","1 (0%)"
"javax.persistence.PersistenceProperty[]","16 B (0%)","1 (0%)"
